Source,Target,Type,Id,Label,timeset,Weight,END1,TIE-MODE,END2,LABEL-COLOR,THICKNESS,SHAPE,BREED,COLOR,HIDDEN?
urban 2674,urban 5143,Undirected,18673,,,1,(urban 2674),none,(urban 5143),9.9,0,default,urbanangrycollectives,0,true
urban 4965,urban 6221,Undirected,18674,,,1,(urban 4965),none,(urban 6221),9.9,0,default,urbanangrycollectives,0,true
urban 2426,urban 4751,Undirected,18675,,,1,(urban 2426),none,(urban 4751),9.9,0,default,urbanangrycollectives,0,true
urban 1880,urban 4580,Undirected,18676,,,1,(urban 1880),none,(urban 4580),9.9,0,default,urbanangrycollectives,0,true
urban 763,urban 6155,Undirected,18677,,,1,(urban 763),none,(urban 6155),9.9,0,default,urbanangrycollectives,0,true
urban 4580,urban 5023,Undirected,18678,,,1,(urban 4580),none,(urban 5023),9.9,0,default,urbanangrycollectives,0,true
urban 679,urban 1285,Undirected,18679,,,1,(urban 679),none,(urban 1285),9.9,0,default,urbanangrycollectives,0,true
urban 3372,urban 4626,Undirected,18680,,,1,(urban 3372),none,(urban 4626),9.9,0,default,urbanangrycollectives,0,true
urban 4558,urban 4985,Undirected,18681,,,1,(urban 4558),none,(urban 4985),9.9,0,default,urbanangrycollectives,0,true
urban 165,urban 4785,Undirected,18682,,,1,(urban 165),none,(urban 4785),9.9,0,default,urbanangrycollectives,0,true
urban 771,urban 4337,Undirected,18683,,,1,(urban 771),none,(urban 4337),9.9,0,default,urbanangrycollectives,0,true
urban 2937,urban 5403,Undirected,18684,,,1,(urban 2937),none,(urban 5403),9.9,0,default,urbanangrycollectives,0,true
urban 1010,urban 2503,Undirected,18685,,,1,(urban 1010),none,(urban 2503),9.9,0,default,urbanangrycollectives,0,true
urban 2955,urban 6102,Undirected,18686,,,1,(urban 2955),none,(urban 6102),9.9,0,default,urbanangrycollectives,0,true
urban 2715,urban 3586,Undirected,18687,,,1,(urban 2715),none,(urban 3586),9.9,0,default,urbanangrycollectives,0,true
urban 2770,urban 3268,Undirected,18688,,,1,(urban 2770),none,(urban 3268),9.9,0,default,urbanangrycollectives,0,true
urban 699,urban 2707,Undirected,18689,,,1,(urban 699),none,(urban 2707),9.9,0,default,urbanangrycollectives,0,true
urban 5227,urban 5698,Undirected,18690,,,1,(urban 5227),none,(urban 5698),9.9,0,default,urbanangrycollectives,0,true
urban 2514,urban 3176,Undirected,18691,,,1,(urban 2514),none,(urban 3176),9.9,0,default,urbanangrycollectives,0,true
urban 907,urban 2599,Undirected,18692,,,1,(urban 907),none,(urban 2599),9.9,0,default,urbanangrycollectives,0,true
urban 173,urban 4536,Undirected,18693,,,1,(urban 173),none,(urban 4536),9.9,0,default,urbanangrycollectives,0,true
urban 1517,urban 3618,Undirected,18694,,,1,(urban 1517),none,(urban 3618),9.9,0,default,urbanangrycollectives,0,true
urban 388,urban 5638,Undirected,18695,,,1,(urban 388),none,(urban 5638),9.9,0,default,urbanangrycollectives,0,true
urban 3438,urban 3543,Undirected,18696,,,1,(urban 3438),none,(urban 3543),9.9,0,default,urbanangrycollectives,0,true
urban 1365,urban 2593,Undirected,18697,,,1,(urban 1365),none,(urban 2593),9.9,0,default,urbanangrycollectives,0,true
urban 5857,urban 5988,Undirected,18698,,,1,(urban 5857),none,(urban 5988),9.9,0,default,urbanangrycollectives,0,true
urban 1930,urban 6083,Undirected,18699,,,1,(urban 1930),none,(urban 6083),9.9,0,default,urbanangrycollectives,0,true
urban 2530,urban 5035,Undirected,18700,,,1,(urban 2530),none,(urban 5035),9.9,0,default,urbanangrycollectives,0,true
urban 1105,urban 4096,Undirected,18701,,,1,(urban 1105),none,(urban 4096),9.9,0,default,urbanangrycollectives,0,true
urban 1142,urban 2427,Undirected,18702,,,1,(urban 1142),none,(urban 2427),9.9,0,default,urbanangrycollectives,0,true
urban 2502,urban 3585,Undirected,18703,,,1,(urban 2502),none,(urban 3585),9.9,0,default,urbanangrycollectives,0,true
urban 5168,urban 5413,Undirected,18704,,,1,(urban 5168),none,(urban 5413),9.9,0,default,urbanangrycollectives,0,true
urban 2822,urban 3555,Undirected,18705,,,1,(urban 2822),none,(urban 3555),9.9,0,default,urbanangrycollectives,0,true
urban 1760,urban 3051,Undirected,18706,,,1,(urban 1760),none,(urban 3051),9.9,0,default,urbanangrycollectives,0,true
urban 2769,urban 4874,Undirected,18707,,,1,(urban 2769),none,(urban 4874),9.9,0,default,urbanangrycollectives,0,true
urban 1132,urban 1760,Undirected,18708,,,1,(urban 1132),none,(urban 1760),9.9,0,default,urbanangrycollectives,0,true
urban 2129,urban 5419,Undirected,18709,,,1,(urban 2129),none,(urban 5419),9.9,0,default,urbanangrycollectives,0,true
urban 4969,urban 5199,Undirected,18710,,,1,(urban 4969),none,(urban 5199),9.9,0,default,urbanangrycollectives,0,true
urban 904,urban 5195,Undirected,18711,,,1,(urban 904),none,(urban 5195),9.9,0,default,urbanangrycollectives,0,true
urban 2904,urban 3816,Undirected,18712,,,1,(urban 2904),none,(urban 3816),9.9,0,default,urbanangrycollectives,0,true
urban 516,urban 4815,Undirected,18713,,,1,(urban 516),none,(urban 4815),9.9,0,default,urbanangrycollectives,0,true
urban 3348,urban 5148,Undirected,18714,,,1,(urban 3348),none,(urban 5148),9.9,0,default,urbanangrycollectives,0,true
urban 683,urban 2404,Undirected,18715,,,1,(urban 683),none,(urban 2404),9.9,0,default,urbanangrycollectives,0,true
urban 551,urban 5710,Undirected,18716,,,1,(urban 551),none,(urban 5710),9.9,0,default,urbanangrycollectives,0,true
urban 1366,urban 3964,Undirected,18717,,,1,(urban 1366),none,(urban 3964),9.9,0,default,urbanangrycollectives,0,true
urban 1479,urban 3481,Undirected,18718,,,1,(urban 1479),none,(urban 3481),9.9,0,default,urbanangrycollectives,0,true
urban 1679,urban 5507,Undirected,18719,,,1,(urban 1679),none,(urban 5507),9.9,0,default,urbanangrycollectives,0,true
urban 2658,urban 4752,Undirected,18720,,,1,(urban 2658),none,(urban 4752),9.9,0,default,urbanangrycollectives,0,true
urban 4886,urban 6166,Undirected,18721,,,1,(urban 4886),none,(urban 6166),9.9,0,default,urbanangrycollectives,0,true
urban 1402,urban 3600,Undirected,18722,,,1,(urban 1402),none,(urban 3600),9.9,0,default,urbanangrycollectives,0,true
urban 2626,urban 3262,Undirected,18723,,,1,(urban 2626),none,(urban 3262),9.9,0,default,urbanangrycollectives,0,true
urban 3026,urban 4188,Undirected,18724,,,1,(urban 3026),none,(urban 4188),9.9,0,default,urbanangrycollectives,0,true
urban 2064,urban 5193,Undirected,18725,,,1,(urban 2064),none,(urban 5193),9.9,0,default,urbanangrycollectives,0,true
urban 5713,urban 5972,Undirected,18726,,,1,(urban 5713),none,(urban 5972),9.9,0,default,urbanangrycollectives,0,true
urban 645,urban 3938,Undirected,18727,,,1,(urban 645),none,(urban 3938),9.9,0,default,urbanangrycollectives,0,true
urban 4786,urban 5848,Undirected,18728,,,1,(urban 4786),none,(urban 5848),9.9,0,default,urbanangrycollectives,0,true
urban 3919,urban 4086,Undirected,18729,,,1,(urban 3919),none,(urban 4086),9.9,0,default,urbanangrycollectives,0,true
urban 5874,urban 6113,Undirected,18730,,,1,(urban 5874),none,(urban 6113),9.9,0,default,urbanangrycollectives,0,true
urban 3227,urban 4045,Undirected,18731,,,1,(urban 3227),none,(urban 4045),9.9,0,default,urbanangrycollectives,0,true
urban 4762,urban 5776,Undirected,18732,,,1,(urban 4762),none,(urban 5776),9.9,0,default,urbanangrycollectives,0,true
urban 2551,urban 3987,Undirected,18733,,,1,(urban 2551),none,(urban 3987),9.9,0,default,urbanangrycollectives,0,true
urban 746,urban 2114,Undirected,18734,,,1,(urban 746),none,(urban 2114),9.9,0,default,urbanangrycollectives,0,true
urban 4147,urban 5623,Undirected,18735,,,1,(urban 4147),none,(urban 5623),9.9,0,default,urbanangrycollectives,0,true
urban 1510,urban 2012,Undirected,18736,,,1,(urban 1510),none,(urban 2012),9.9,0,default,urbanangrycollectives,0,true
urban 1308,urban 2222,Undirected,18737,,,1,(urban 1308),none,(urban 2222),9.9,0,default,urbanangrycollectives,0,true
urban 1031,urban 4690,Undirected,18738,,,1,(urban 1031),none,(urban 4690),9.9,0,default,urbanangrycollectives,0,true
urban 1971,urban 2946,Undirected,18739,,,1,(urban 1971),none,(urban 2946),9.9,0,default,urbanangrycollectives,0,true
urban 1308,urban 1799,Undirected,18740,,,1,(urban 1308),none,(urban 1799),9.9,0,default,urbanangrycollectives,0,true
urban 4332,urban 5519,Undirected,18741,,,1,(urban 4332),none,(urban 5519),9.9,0,default,urbanangrycollectives,0,true
urban 4296,urban 5579,Undirected,18742,,,1,(urban 4296),none,(urban 5579),9.9,0,default,urbanangrycollectives,0,true
urban 427,urban 2872,Undirected,18743,,,1,(urban 427),none,(urban 2872),9.9,0,default,urbanangrycollectives,0,true
urban 3882,urban 5188,Undirected,18744,,,1,(urban 3882),none,(urban 5188),9.9,0,default,urbanangrycollectives,0,true
urban 804,urban 2643,Undirected,18745,,,1,(urban 804),none,(urban 2643),9.9,0,default,urbanangrycollectives,0,true
urban 1927,urban 5221,Undirected,18746,,,1,(urban 1927),none,(urban 5221),9.9,0,default,urbanangrycollectives,0,true
urban 3372,urban 4812,Undirected,18747,,,1,(urban 3372),none,(urban 4812),9.9,0,default,urbanangrycollectives,0,true
urban 953,urban 3963,Undirected,18748,,,1,(urban 953),none,(urban 3963),9.9,0,default,urbanangrycollectives,0,true
urban 2353,urban 4961,Undirected,18749,,,1,(urban 2353),none,(urban 4961),9.9,0,default,urbanangrycollectives,0,true
urban 4854,urban 6307,Undirected,18750,,,1,(urban 4854),none,(urban 6307),9.9,0,default,urbanangrycollectives,0,true
urban 1579,urban 4766,Undirected,18751,,,1,(urban 1579),none,(urban 4766),9.9,0,default,urbanangrycollectives,0,true
urban 1272,urban 5369,Undirected,18752,,,1,(urban 1272),none,(urban 5369),9.9,0,default,urbanangrycollectives,0,true
urban 3269,urban 4088,Undirected,18753,,,1,(urban 3269),none,(urban 4088),9.9,0,default,urbanangrycollectives,0,true
urban 1927,urban 2946,Undirected,18754,,,1,(urban 1927),none,(urban 2946),9.9,0,default,urbanangrycollectives,0,true
urban 2599,urban 5802,Undirected,18755,,,1,(urban 2599),none,(urban 5802),9.9,0,default,urbanangrycollectives,0,true
urban 1912,urban 6020,Undirected,18756,,,1,(urban 1912),none,(urban 6020),9.9,0,default,urbanangrycollectives,0,true
urban 1469,urban 2371,Undirected,18757,,,1,(urban 1469),none,(urban 2371),9.9,0,default,urbanangrycollectives,0,true
urban 6164,urban 6265,Undirected,18758,,,1,(urban 6164),none,(urban 6265),9.9,0,default,urbanangrycollectives,0,true
urban 473,urban 1824,Undirected,18759,,,1,(urban 473),none,(urban 1824),9.9,0,default,urbanangrycollectives,0,true
urban 449,urban 1439,Undirected,18760,,,1,(urban 449),none,(urban 1439),9.9,0,default,urbanangrycollectives,0,true
urban 5283,urban 6110,Undirected,18761,,,1,(urban 5283),none,(urban 6110),9.9,0,default,urbanangrycollectives,0,true
urban 1165,urban 1277,Undirected,18762,,,1,(urban 1165),none,(urban 1277),9.9,0,default,urbanangrycollectives,0,true
urban 3497,urban 3928,Undirected,18763,,,1,(urban 3497),none,(urban 3928),9.9,0,default,urbanangrycollectives,0,true
urban 1250,urban 1834,Undirected,18764,,,1,(urban 1250),none,(urban 1834),9.9,0,default,urbanangrycollectives,0,true
urban 145,urban 4289,Undirected,18765,,,1,(urban 145),none,(urban 4289),9.9,0,default,urbanangrycollectives,0,true
urban 409,urban 858,Undirected,18766,,,1,(urban 409),none,(urban 858),9.9,0,default,urbanangrycollectives,0,true
urban 1936,urban 2522,Undirected,18767,,,1,(urban 1936),none,(urban 2522),9.9,0,default,urbanangrycollectives,0,true
urban 2284,urban 4649,Undirected,18768,,,1,(urban 2284),none,(urban 4649),9.9,0,default,urbanangrycollectives,0,true
urban 1454,urban 2493,Undirected,18769,,,1,(urban 1454),none,(urban 2493),9.9,0,default,urbanangrycollectives,0,true
urban 1945,urban 5195,Undirected,18770,,,1,(urban 1945),none,(urban 5195),9.9,0,default,urbanangrycollectives,0,true
urban 2877,urban 5048,Undirected,18771,,,1,(urban 2877),none,(urban 5048),9.9,0,default,urbanangrycollectives,0,true
urban 4690,urban 4832,Undirected,18772,,,1,(urban 4690),none,(urban 4832),9.9,0,default,urbanangrycollectives,0,true
urban 1468,urban 3047,Undirected,18773,,,1,(urban 1468),none,(urban 3047),9.9,0,default,urbanangrycollectives,0,true
urban 777,urban 1517,Undirected,18774,,,1,(urban 777),none,(urban 1517),9.9,0,default,urbanangrycollectives,0,true
urban 1543,urban 5990,Undirected,18775,,,1,(urban 1543),none,(urban 5990),9.9,0,default,urbanangrycollectives,0,true
urban 377,urban 5675,Undirected,18776,,,1,(urban 377),none,(urban 5675),9.9,0,default,urbanangrycollectives,0,true
urban 6052,urban 6112,Undirected,18777,,,1,(urban 6052),none,(urban 6112),9.9,0,default,urbanangrycollectives,0,true
urban 2162,urban 4213,Undirected,18778,,,1,(urban 2162),none,(urban 4213),9.9,0,default,urbanangrycollectives,0,true
urban 3402,urban 5017,Undirected,18779,,,1,(urban 3402),none,(urban 5017),9.9,0,default,urbanangrycollectives,0,true
urban 132,urban 1137,Undirected,18780,,,1,(urban 132),none,(urban 1137),9.9,0,default,urbanangrycollectives,0,true
urban 3028,urban 5283,Undirected,18781,,,1,(urban 3028),none,(urban 5283),9.9,0,default,urbanangrycollectives,0,true
urban 1696,urban 5670,Undirected,18782,,,1,(urban 1696),none,(urban 5670),9.9,0,default,urbanangrycollectives,0,true
urban 5334,urban 6166,Undirected,18783,,,1,(urban 5334),none,(urban 6166),9.9,0,default,urbanangrycollectives,0,true
urban 4098,urban 5714,Undirected,18784,,,1,(urban 4098),none,(urban 5714),9.9,0,default,urbanangrycollectives,0,true
urban 1998,urban 5123,Undirected,18785,,,1,(urban 1998),none,(urban 5123),9.9,0,default,urbanangrycollectives,0,true
urban 1032,urban 5975,Undirected,18786,,,1,(urban 1032),none,(urban 5975),9.9,0,default,urbanangrycollectives,0,true
urban 534,urban 2797,Undirected,18787,,,1,(urban 534),none,(urban 2797),9.9,0,default,urbanangrycollectives,0,true
urban 813,urban 2404,Undirected,18788,,,1,(urban 813),none,(urban 2404),9.9,0,default,urbanangrycollectives,0,true
urban 3083,urban 5811,Undirected,18789,,,1,(urban 3083),none,(urban 5811),9.9,0,default,urbanangrycollectives,0,true
urban 3126,urban 4125,Undirected,18790,,,1,(urban 3126),none,(urban 4125),9.9,0,default,urbanangrycollectives,0,true
urban 1247,urban 4839,Undirected,18791,,,1,(urban 1247),none,(urban 4839),9.9,0,default,urbanangrycollectives,0,true
urban 3816,urban 4378,Undirected,18792,,,1,(urban 3816),none,(urban 4378),9.9,0,default,urbanangrycollectives,0,true
urban 338,urban 1494,Undirected,18793,,,1,(urban 338),none,(urban 1494),9.9,0,default,urbanangrycollectives,0,true
urban 3041,urban 4503,Undirected,18794,,,1,(urban 3041),none,(urban 4503),9.9,0,default,urbanangrycollectives,0,true
urban 672,urban 3333,Undirected,18795,,,1,(urban 672),none,(urban 3333),9.9,0,default,urbanangrycollectives,0,true
urban 2635,urban 2874,Undirected,18796,,,1,(urban 2635),none,(urban 2874),9.9,0,default,urbanangrycollectives,0,true
urban 3216,urban 5786,Undirected,18797,,,1,(urban 3216),none,(urban 5786),9.9,0,default,urbanangrycollectives,0,true
urban 1638,urban 5831,Undirected,18798,,,1,(urban 1638),none,(urban 5831),9.9,0,default,urbanangrycollectives,0,true
urban 2669,urban 6218,Undirected,18799,,,1,(urban 2669),none,(urban 6218),9.9,0,default,urbanangrycollectives,0,true
urban 3269,urban 3606,Undirected,18800,,,1,(urban 3269),none,(urban 3606),9.9,0,default,urbanangrycollectives,0,true
urban 3269,urban 4206,Undirected,18801,,,1,(urban 3269),none,(urban 4206),9.9,0,default,urbanangrycollectives,0,true
urban 4628,urban 5519,Undirected,18802,,,1,(urban 4628),none,(urban 5519),9.9,0,default,urbanangrycollectives,0,true
urban 679,urban 5965,Undirected,18803,,,1,(urban 679),none,(urban 5965),9.9,0,default,urbanangrycollectives,0,true
urban 2427,urban 6352,Undirected,18804,,,1,(urban 2427),none,(urban 6352),9.9,0,default,urbanangrycollectives,0,true
urban 3792,urban 3931,Undirected,18805,,,1,(urban 3792),none,(urban 3931),9.9,0,default,urbanangrycollectives,0,true
urban 2284,urban 3816,Undirected,18806,,,1,(urban 2284),none,(urban 3816),9.9,0,default,urbanangrycollectives,0,true
urban 2448,urban 2462,Undirected,18807,,,1,(urban 2448),none,(urban 2462),9.9,0,default,urbanangrycollectives,0,true
urban 2707,urban 5431,Undirected,18808,,,1,(urban 2707),none,(urban 5431),9.9,0,default,urbanangrycollectives,0,true
urban 1171,urban 5275,Undirected,18809,,,1,(urban 1171),none,(urban 5275),9.9,0,default,urbanangrycollectives,0,true
urban 2593,urban 3045,Undirected,18810,,,1,(urban 2593),none,(urban 3045),9.9,0,default,urbanangrycollectives,0,true
urban 1362,urban 5227,Undirected,18811,,,1,(urban 1362),none,(urban 5227),9.9,0,default,urbanangrycollectives,0,true
urban 289,urban 4781,Undirected,18812,,,1,(urban 289),none,(urban 4781),9.9,0,default,urbanangrycollectives,0,true
urban 1845,urban 3397,Undirected,18813,,,1,(urban 1845),none,(urban 3397),9.9,0,default,urbanangrycollectives,0,true
urban 1106,urban 5172,Undirected,18814,,,1,(urban 1106),none,(urban 5172),9.9,0,default,urbanangrycollectives,0,true
urban 548,urban 5810,Undirected,18815,,,1,(urban 548),none,(urban 5810),9.9,0,default,urbanangrycollectives,0,true
urban 4206,urban 5815,Undirected,18816,,,1,(urban 4206),none,(urban 5815),9.9,0,default,urbanangrycollectives,0,true
urban 3530,urban 4426,Undirected,18817,,,1,(urban 3530),none,(urban 4426),9.9,0,default,urbanangrycollectives,0,true
urban 2770,urban 5292,Undirected,18818,,,1,(urban 2770),none,(urban 5292),9.9,0,default,urbanangrycollectives,0,true
urban 3095,urban 4280,Undirected,18819,,,1,(urban 3095),none,(urban 4280),9.9,0,default,urbanangrycollectives,0,true
urban 2988,urban 3035,Undirected,18820,,,1,(urban 2988),none,(urban 3035),9.9,0,default,urbanangrycollectives,0,true
urban 1608,urban 3392,Undirected,18821,,,1,(urban 1608),none,(urban 3392),9.9,0,default,urbanangrycollectives,0,true
urban 1676,urban 2125,Undirected,18822,,,1,(urban 1676),none,(urban 2125),9.9,0,default,urbanangrycollectives,0,true
urban 3361,urban 6154,Undirected,18823,,,1,(urban 3361),none,(urban 6154),9.9,0,default,urbanangrycollectives,0,true
urban 4854,urban 6209,Undirected,18824,,,1,(urban 4854),none,(urban 6209),9.9,0,default,urbanangrycollectives,0,true
urban 1325,urban 3443,Undirected,18825,,,1,(urban 1325),none,(urban 3443),9.9,0,default,urbanangrycollectives,0,true
urban 2244,urban 5512,Undirected,18826,,,1,(urban 2244),none,(urban 5512),9.9,0,default,urbanangrycollectives,0,true
urban 4818,urban 6113,Undirected,18827,,,1,(urban 4818),none,(urban 6113),9.9,0,default,urbanangrycollectives,0,true
urban 683,urban 1381,Undirected,18828,,,1,(urban 683),none,(urban 1381),9.9,0,default,urbanangrycollectives,0,true
urban 302,urban 364,Undirected,18829,,,1,(urban 302),none,(urban 364),9.9,0,default,urbanangrycollectives,0,true
